id,state,postal_code,product,user_id,square_ft,high_risk_dog,has_fire_alarm,has_burglar_alarm,portable_electronics,coast,fire_housing_proximity,previous_policies,user_age,card_type,target
-6.67875E+18,CT,6516,ho4,-9.04116E+18,,0,TRUE,FALSE,1,1,2,0,56,credit,FALSE
8.59144E+18,WI,53202,ho4,-9.02455E+18,,0,TRUE,FALSE,1,1,1,0,23,credit,FALSE
8.69733E+18,RI,2860,ho4,-9.01072E+18,,0,TRUE,FALSE,1,10,3,0,21,debit,FALSE
4.97969E+17,WI,53713,ho4,-9.07924E+18,,0,TRUE,FALSE,0,30,3,1,33,debit,FALSE
-9.00649E+18,AR,72703,ho4,-9.15336E+18,,0,TRUE,FALSE,1,,1,0,21,debit,FALSE
-5.97636E+18,WI,53719,ho4,-8.96451E+18,,0,FALSE,FALSE,1,30,1,0,37,debit,FALSE
8.69956E+18,AR,72701,ho4,-8.92863E+18,,0,TRUE,FALSE,1,,1,0,19,debit,FALSE
5.80368E+18,NM,88001,ho4,-8.83897E+18,,0,FALSE,TRUE,1,,1,0,22,credit,FALSE
1.16596E+18,IA,50309,ho4,-8.90798E+18,,0,FALSE,FALSE,0,,2,0,21,debit,FALSE
1.27589E+18,RI,2908,ho4,-8.95974E+18,,0,TRUE,TRUE,1,10,2,1,19,debit,FALSE
-6.3598E+17,WI,53705,ho4,-9.05049E+18,,0,TRUE,FALSE,1,30,1,0,22,credit,FALSE
-1.47021E+18,IN,46205,ho4,-9.0731E+18,,0,TRUE,TRUE,1,30,2,0,26,debit,FALSE
-3.2546E+18,CT,6237,ho4,-9.01019E+18,,0,TRUE,FALSE,0,30,8B,0,24,debit,FALSE
-8.00803E+18,WI,53130,ho4,-8.90923E+18,,0,TRUE,FALSE,1,10,3,0,48,debit,FALSE
3.48078E+18,CT,6379,ho4,-9.17348E+18,,0,TRUE,FALSE,0,3,4,0,32,debit,FALSE
-8.01297E+18,WI,53703,ho4,-8.91466E+18,,0,TRUE,FALSE,1,30,1,0,21,debit,FALSE
-8.88302E+18,NM,87111,ho4,-9.0706E+18,,0,TRUE,TRUE,1,,1,0,31,debit,FALSE
6.4348E+18,NM,88101,ho4,-9.12401E+18,,0,FALSE,FALSE,1,,2,0,39,debit,FALSE
-5.1482E+17,CT,6443,ho4,-9.11073E+18,,0,TRUE,TRUE,1,3,5,0,27,credit,FALSE
4.59147E+18,WI,53022,ho4,-9.15736E+18,,0,TRUE,FALSE,1,20,3,0,45,credit,FALSE
-4.7711E+18,IN,46601,ho4,-8.86667E+18,,0,TRUE,FALSE,1,30,2,0,35,credit,FALSE
-9.12799E+18,WI,53546,ho4,-9.0472E+18,,0,TRUE,FALSE,1,30,3,0,32,debit,FALSE
2.04173E+18,WI,53713,ho4,-9.07924E+18,,0,TRUE,FALSE,0,30,3,0,33,debit,FALSE
1.18344E+17,WI,53703,ho4,-8.94674E+18,,0,TRUE,FALSE,1,30,1,0,24,debit,FALSE
7.57657E+18,CT,6108,ho4,-9.15514E+18,,0,TRUE,FALSE,1,30,2,0,42,debit,FALSE
2.57813E+17,WI,53214,ho4,-9.20003E+18,,0,FALSE,FALSE,1,5,1,0,33,debit,FALSE
-4.08141E+18,WI,53207,ho4,-8.98576E+18,,0,TRUE,FALSE,1,2,1,0,27,debit,FALSE
-6.87366E+18,NM,87114,ho4,-8.8611E+18,,0,TRUE,FALSE,0,,1,0,31,debit,FALSE
-5.94051E+18,WI,54016,ho4,-8.82562E+18,,0,FALSE,FALSE,0,30,3,0,25,credit,FALSE
4.39895E+18,WI,53214,ho4,-8.88356E+18,,0,TRUE,TRUE,1,5,1,0,50,debit,FALSE
-4.1891E+18,IA,50023,ho4,-9.08716E+18,,0,TRUE,TRUE,1,,3,0,21,debit,FALSE
-8.00055E+18,RI,2920,ho4,-8.86738E+18,,0,TRUE,TRUE,0,10,2,0,25,credit,FALSE
-4.95902E+18,NM,87111,ho4,-8.8052E+18,,0,TRUE,TRUE,1,,1,0,27,debit,FALSE
-5.21997E+18,IA,50266,ho4,-9.18062E+18,,0,TRUE,FALSE,0,,2,0,35,debit,FALSE
-9.20779E+18,WI,53204,ho4,-9.12984E+18,,0,TRUE,FALSE,0,0,1,1,23,credit,FALSE
7.92624E+18,WI,53406,ho4,-9.19742E+18,,0,TRUE,FALSE,0,25,2,0,46,debit,FALSE
8.1069E+18,RI,2864,ho4,-8.82801E+18,,0,TRUE,FALSE,1,15,3,1,34,credit,FALSE
-4.42498E+18,NM,88012,ho4,-9.06003E+18,,0,TRUE,TRUE,1,,1,1,,debit,FALSE
7.29049E+18,WI,53219,ho4,-8.98674E+18,,0,FALSE,FALSE,0,10,1,0,48,debit,FALSE
6.92395E+18,IA,52240,ho4,-8.79648E+18,,0,TRUE,FALSE,1,,2,0,19,debit,FALSE
8.38295E+18,IA,52353,ho4,-9.1258E+18,,0,TRUE,FALSE,1,,4,0,26,debit,FALSE
2.39905E+18,CT,6084,ho4,-9.16171E+18,,0,TRUE,FALSE,1,30,5Y,0,23,credit,FALSE
-6.42698E+18,CT,6851,ho3,-9.18792E+18,2223,0,TRUE,TRUE,1,1,3,1,73,credit,FALSE
-7.27952E+18,WI,53130,ho4,-9.16736E+18,,0,TRUE,FALSE,1,10,3,0,24,debit,FALSE
2.01068E+18,CT,6089,ho4,-9.1992E+18,,0,TRUE,FALSE,1,30,4,0,65,credit,FALSE
-6.9578E+18,WI,53129,ho4,-9.05611E+18,,0,TRUE,FALSE,0,10,4,0,26,debit,FALSE
8.25431E+18,WI,54303,ho4,-8.9211E+18,,0,FALSE,FALSE,1,2,1,0,25,debit,FALSE
-7.89611E+18,WI,53143,ho4,-8.81823E+18,,0,TRUE,FALSE,0,30,2,0,51,credit,FALSE
-6.68382E+18,IA,50309,ho4,-9.09834E+18,,0,TRUE,TRUE,1,,2,0,59,credit,FALSE
-3.38503E+18,NM,88011,ho4,-8.87521E+18,,0,TRUE,FALSE,1,,1,0,36,credit,FALSE
-2.37989E+18,IA,50266,ho4,-9.04095E+18,,0,TRUE,TRUE,1,,2,2,24,credit,FALSE
-4.37856E+18,IN,47362,ho4,-9.2072E+18,,0,TRUE,FALSE,0,30,4,0,34,debit,FALSE
-6.69982E+18,RI,2860,ho4,-9.11544E+18,,0,TRUE,FALSE,1,10,3,0,24,debit,FALSE
3.66473E+18,CT,6051,ho6,-8.94002E+18,952,0,TRUE,FALSE,1,30,3,0,40,credit,FALSE
2.76333E+17,IA,50311,ho4,-8.90579E+18,,0,TRUE,FALSE,0,,2,0,33,debit,FALSE
-1.69972E+18,CT,6511,ho4,-9.18527E+18,,0,FALSE,FALSE,1,1,1,0,32,credit,FALSE
-6.9211E+18,WI,53094,ho4,-8.85641E+18,,0,TRUE,FALSE,1,30,3,0,24,debit,FALSE
9.19511E+18,NM,88011,ho4,-8.83897E+18,,0,FALSE,FALSE,1,,1,1,22,credit,FALSE
4.60284E+18,IN,47906,ho4,-8.97464E+18,,0,TRUE,FALSE,1,30,3,0,48,debit,FALSE
-6.40998E+17,IA,52052,ho4,-9.16939E+18,,0,TRUE,FALSE,1,,6,0,22,debit,FALSE
1.74073E+17,AR,72120,ho4,-8.98871E+18,,0,TRUE,FALSE,0,,2,0,24,debit,FALSE
-7.43597E+18,AR,72764,ho4,-9.18758E+18,,0,FALSE,FALSE,1,,1,0,20,debit,FALSE
-1.11594E+18,CT,6901,ho4,-8.91726E+18,,0,TRUE,FALSE,0,1,3,0,25,debit,FALSE
1.26195E+18,AR,72202,ho4,-8.95134E+18,,0,TRUE,TRUE,0,,1,0,23,credit,FALSE
-4.29058E+18,IA,50131,ho4,-9.04095E+18,,0,TRUE,TRUE,1,,3,1,24,credit,FALSE
-8.37161E+18,IA,50309,ho4,-9.13433E+18,,0,TRUE,FALSE,1,,2,1,22,credit,FALSE
-2.06179E+18,CT,6405,ho6,-9.05172E+18,1800,0,TRUE,FALSE,0,0,4,0,49,debit,FALSE
-7.21345E+18,WI,53209,ho4,-8.89969E+18,,0,TRUE,TRUE,1,10,1,0,28,debit,FALSE
4.23079E+18,WI,53703,ho4,-8.94674E+18,,0,TRUE,FALSE,1,30,1,1,24,debit,FALSE
5.32011E+18,IA,50309,ho4,-9.0265E+18,,0,FALSE,FALSE,0,,2,0,36,credit,FALSE
-1.93449E+18,RI,2909,ho4,-8.89425E+18,,0,TRUE,FALSE,1,10,2,0,19,debit,FALSE
-3.27676E+18,WI,54914,ho4,-9.20836E+18,,0,TRUE,FALSE,1,30,4,0,33,credit,FALSE
-6.709E+18,NM,87114,ho4,-8.9242E+18,,0,FALSE,TRUE,1,,1,0,21,debit,FALSE
-5.5513E+18,IA,50036,ho4,-8.89716E+18,,0,TRUE,FALSE,1,,3,0,21,debit,FALSE
2.95631E+18,CT,6810,ho4,-9.02347E+18,,0,TRUE,FALSE,1,20,4,0,44,debit,FALSE
-6.23379E+18,WI,53211,ho4,-8.98563E+18,,0,FALSE,FALSE,1,1,1,0,25,credit,FALSE
-6.29226E+18,RI,2908,ho4,-8.95974E+18,,0,TRUE,TRUE,1,10,2,0,19,debit,FALSE
-8.67038E+18,NM,87123,ho4,-8.94954E+18,,0,TRUE,FALSE,1,,1,0,20,debit,FALSE
8.90851E+18,CT,6033,ho4,-8.98548E+18,,0,TRUE,FALSE,1,30,4,0,29,debit,FALSE
5.86162E+18,WI,53204,ho4,-9.12984E+18,,0,TRUE,FALSE,0,0,1,0,23,credit,FALSE
-8.431E+18,WI,53207,ho4,-8.94608E+18,,0,TRUE,TRUE,1,3,1,0,29,debit,TRUE
8.44312E+18,CT,6511,ho4,-8.95603E+18,,0,FALSE,FALSE,1,1,1,1,26,credit,FALSE
-7.37224E+17,NM,88203,ho4,-8.90945E+18,,0,TRUE,TRUE,1,,2,0,19,debit,FALSE
3.88926E+18,WI,53715,ho4,-8.8221E+18,,0,TRUE,FALSE,1,30,1,0,19,debit,FALSE
-6.51188E+17,NM,87121,ho4,-9.07497E+18,,0,TRUE,FALSE,1,,1,1,43,debit,FALSE
6.32313E+18,RI,2909,ho4,-9.00567E+18,,0,FALSE,FALSE,1,10,2,0,24,debit,FALSE
8.70359E+18,WI,53204,ho4,-8.91447E+18,,0,TRUE,FALSE,0,1,1,1,40,credit,FALSE
2.12851E+18,WI,53211,ho4,-9.04038E+18,,0,FALSE,FALSE,1,2,1,0,25,credit,FALSE
-1.34014E+18,WI,53703,ho4,-9.00583E+18,,0,TRUE,TRUE,1,30,1,0,21,credit,FALSE
-6.66125E+18,CT,6040,ho4,-9.10887E+18,,0,FALSE,FALSE,0,30,3,0,47,debit,FALSE
2.30482E+17,AR,72348,ho4,-8.96242E+18,,0,FALSE,FALSE,1,,5,0,42,debit,FALSE
5.25665E+18,CT,6902,ho4,-8.94054E+18,,0,TRUE,FALSE,1,2,3,0,35,debit,FALSE
3.96616E+18,NM,87111,ho4,-9.00393E+18,,0,FALSE,TRUE,1,,1,0,24,credit,FALSE
2.9707E+18,WI,53212,ho4,-9.16282E+18,,0,TRUE,FALSE,1,1,1,0,30,debit,FALSE
-5.39478E+18,WI,54303,ho4,-8.87995E+18,,0,FALSE,FALSE,0,2,1,0,22,debit,FALSE
-8.31234E+18,IA,50322,ho4,-8.81394E+18,,0,FALSE,FALSE,1,,3,0,21,debit,FALSE
5.11535E+18,RI,2840,ho6,-8.87288E+18,1400,0,FALSE,FALSE,1,1,2,0,53,debit,FALSE
-4.96389E+18,WI,53115,ho4,-9.08937E+18,,0,TRUE,FALSE,0,30,3,0,23,debit,FALSE
-5.07853E+18,AR,72118,ho4,-9.00874E+18,,0,FALSE,FALSE,0,,1,0,25,debit,FALSE
1.53101E+18,NM,87501,ho4,-8.90678E+18,,0,FALSE,FALSE,1,,2,0,27,debit,FALSE
5.304E+18,WI,53130,ho4,-8.90923E+18,,0,TRUE,TRUE,1,10,3,1,48,debit,FALSE
8.84477E+18,AZ,85202,ho4,-9.11401E+18,,0,FALSE,FALSE,0,,3,0,39,debit,FALSE
5.12606E+18,AZ,85323,ho4,-9.07159E+18,,0,TRUE,FALSE,1,,2,0,68,credit,FALSE
6.4297E+18,AZ,85749,ho4,-8.84036E+18,,0,FALSE,FALSE,0,,1,0,62,debit,FALSE
7.84232E+18,AZ,85033,ho4,-9.11505E+18,,0,FALSE,FALSE,1,,2,0,40,debit,FALSE
-4.28073E+17,AZ,85003,ho4,-9.10955E+18,,0,TRUE,FALSE,1,,1,0,22,debit,FALSE
4.97915E+18,AZ,85281,ho4,-9.17127E+18,,0,TRUE,FALSE,1,,2,1,23,debit,FALSE
5.32824E+18,AZ,85281,ho4,-9.19254E+18,,0,FALSE,FALSE,0,,2,0,19,credit,FALSE
5.09269E+18,AZ,85281,ho4,-9.10269E+18,,0,TRUE,FALSE,0,,2,0,18,credit,FALSE
7.56875E+18,AZ,85027,ho4,-9.05404E+18,,0,TRUE,FALSE,0,,2,0,36,debit,FALSE
-5.96512E+18,AZ,85051,ho4,-9.07218E+18,,0,TRUE,FALSE,1,,2,0,18,debit,FALSE
5.47184E+17,AZ,85282,ho4,-8.85123E+18,,0,FALSE,FALSE,0,,2,0,20,debit,FALSE
-9.08556E+18,AZ,85716,ho4,-8.92078E+18,,0,TRUE,FALSE,1,,1,0,27,credit,FALSE
5.65066E+18,AZ,85283,ho4,-8.83315E+18,,0,TRUE,TRUE,1,,2,0,22,credit,FALSE
-1.40004E+18,AZ,85283,ho4,-8.82098E+18,,0,TRUE,TRUE,0,,2,0,30,debit,FALSE
7.85572E+18,AZ,85014,ho4,-9.1643E+18,,0,FALSE,FALSE,0,,1,0,59,debit,FALSE
8.32978E+18,AZ,85705,ho4,-8.9995E+18,,0,TRUE,FALSE,1,,1,0,22,debit,FALSE
-4.0942E+18,AZ,85281,ho4,-8.80525E+18,,0,TRUE,FALSE,1,,2,0,38,credit,FALSE
8.06884E+18,AZ,85705,ho4,-9.0896E+18,,0,TRUE,FALSE,0,,1,0,32,debit,FALSE
1.58464E+17,AZ,86001,ho4,-9.03498E+18,,0,FALSE,FALSE,1,,8B,0,24,credit,FALSE
-1.5793E+18,AZ,85282,ho4,-9.16275E+18,,0,TRUE,FALSE,0,,2,0,23,credit,FALSE
5.24716E+18,AZ,85281,ho4,-9.05661E+18,,0,TRUE,TRUE,0,,2,0,26,credit,FALSE
1.52027E+18,AZ,85210,ho4,-8.84068E+18,,0,TRUE,FALSE,1,,3,0,36,debit,FALSE
3.96887E+17,AZ,85304,ho4,-9.13493E+18,,0,FALSE,FALSE,0,,2,0,23,debit,FALSE
2.67439E+18,AZ,85050,ho4,-8.94365E+18,,0,TRUE,TRUE,1,,2,0,29,credit,FALSE
-5.1353E+18,AZ,85043,ho4,-9.17689E+18,,0,TRUE,TRUE,0,,1,0,74,debit,FALSE
-7.56403E+18,AZ,85043,ho4,-9.13922E+18,,0,TRUE,FALSE,1,,2,0,49,debit,FALSE
3.72395E+18,AZ,85014,ho4,-9.17553E+18,,0,TRUE,FALSE,1,,1,0,22,debit,FALSE
3.53689E+18,AZ,85201,ho4,-9.11992E+18,,0,TRUE,FALSE,1,,3,0,23,debit,FALSE
-8.85619E+18,AZ,85282,ho4,-9.13099E+18,,0,FALSE,FALSE,1,,2,0,27,debit,FALSE
-6.51457E+18,AZ,85207,ho4,-8.95091E+18,,0,TRUE,FALSE,1,,3,0,26,debit,FALSE
9.74323E+17,AZ,86004,ho4,-8.9247E+18,,0,TRUE,FALSE,1,,2,0,19,credit,FALSE
7.73606E+18,AZ,85259,ho4,-9.00277E+18,,0,FALSE,FALSE,1,,2,0,20,debit,FALSE
-6.58434E+18,AZ,85202,ho4,-8.98126E+18,,0,FALSE,FALSE,0,,3,0,26,debit,FALSE
-2.43037E+18,AZ,85705,ho4,-9.07445E+18,,0,TRUE,FALSE,0,,1,0,24,credit,FALSE
5.38571E+17,AZ,85027,ho4,-8.93365E+18,,0,TRUE,FALSE,1,,2,0,23,debit,FALSE
-8.18639E+18,AZ,85281,ho4,-8.86242E+18,,0,TRUE,TRUE,1,,2,0,20,debit,FALSE
2.07294E+18,AZ,85281,ho4,-9.10802E+18,,0,TRUE,FALSE,1,,2,0,18,credit,FALSE
-2.63715E+18,AZ,85208,ho4,-9.15466E+18,,0,TRUE,FALSE,1,,3,0,39,credit,FALSE
4.70103E+18,AZ,85014,ho4,-8.85875E+18,,0,FALSE,TRUE,0,,2,0,36,debit,FALSE
-5.99656E+18,AZ,85295,ho4,-9.21086E+18,,0,FALSE,FALSE,1,,2,0,27,debit,FALSE
3.48519E+18,AZ,85719,ho4,-8.93717E+18,,0,TRUE,FALSE,0,,1,1,22,debit,FALSE
1.62321E+18,AZ,85338,ho4,-9.14552E+18,,0,TRUE,FALSE,0,,3,0,26,debit,FALSE
-3.78726E+18,AZ,85003,ho4,-9.01883E+18,,0,TRUE,FALSE,0,,2,0,23,credit,FALSE
4.34074E+18,AZ,85224,ho4,-9.15266E+18,,0,TRUE,FALSE,1,,3,0,23,credit,FALSE
3.50792E+18,AZ,86001,ho4,-8.87678E+18,,0,TRUE,FALSE,1,,2,0,19,debit,FALSE
2.7461E+18,AZ,85719,ho4,-9.0042E+18,,0,FALSE,FALSE,1,,1,0,21,debit,TRUE
-4.11497E+18,AZ,85286,ho4,-9.10296E+18,,0,FALSE,FALSE,1,,3,0,39,debit,FALSE
1.94273E+18,AZ,85284,ho4,-9.17127E+18,,0,TRUE,FALSE,1,,2,0,23,debit,FALSE
1.49387E+18,AZ,85048,ho4,-9.116E+18,,0,TRUE,FALSE,1,,2,0,24,debit,FALSE
-5.37552E+18,AZ,85008,ho4,-9.12004E+18,,0,FALSE,FALSE,1,,2,0,25,credit,FALSE
-7.58633E+18,AZ,86001,ho4,-8.87678E+18,,0,TRUE,FALSE,0,,2,1,19,debit,FALSE
5.54667E+18,AZ,85251,ho4,-9.10962E+18,,0,TRUE,FALSE,1,,2,0,28,debit,FALSE
3.04857E+18,AZ,85345,ho4,-9.16855E+18,,0,TRUE,FALSE,1,,1,0,30,debit,FALSE
-3.49477E+18,AZ,85202,ho4,-8.89151E+18,,0,TRUE,TRUE,1,,3,0,27,credit,FALSE
-2.16217E+18,AZ,85016,ho4,-9.20536E+18,,0,FALSE,FALSE,1,,2,0,28,debit,FALSE
4.50106E+17,AZ,85381,ho4,-8.84175E+18,,0,FALSE,FALSE,1,,1,0,21,debit,FALSE
1.42756E+18,AZ,85201,ho4,-8.86148E+18,,0,TRUE,FALSE,1,,3,0,44,debit,FALSE
-9.10966E+18,AZ,85008,ho4,-8.90727E+18,,0,TRUE,FALSE,1,,2,0,26,debit,FALSE
-7.46425E+18,AZ,85033,ho4,-8.80648E+18,,0,TRUE,FALSE,1,,2,0,31,debit,FALSE
-4.04408E+18,AZ,85021,ho4,-9.04136E+18,,0,TRUE,FALSE,1,,2,0,49,debit,FALSE
-7.42832E+18,AZ,85306,ho4,-9.01307E+18,,0,FALSE,FALSE,0,,2,0,45,debit,FALSE
3.05938E+18,AZ,85340,ho4,-9.18858E+18,,0,TRUE,FALSE,1,,4,0,54,debit,FALSE
-1.54592E+18,AZ,85206,ho4,-9.00433E+18,,0,TRUE,FALSE,0,,3,0,25,debit,FALSE
-3.24164E+18,AZ,85032,ho4,-9.00277E+18,,0,FALSE,FALSE,1,,2,1,20,debit,FALSE
5.63247E+18,AZ,85613,ho4,-9.09089E+18,,0,TRUE,FALSE,1,,5,0,34,debit,FALSE
-1.3539E+18,AZ,86314,ho4,-8.81804E+18,,0,TRUE,FALSE,1,,3,0,34,debit,FALSE
6.70322E+18,AZ,85281,ho4,-8.81227E+18,,0,FALSE,FALSE,0,,2,0,19,debit,FALSE
-6.02755E+18,AZ,85020,ho4,-9.08683E+18,,0,TRUE,FALSE,1,,1,0,23,credit,FALSE
-4.25248E+18,AZ,85374,ho4,-8.92803E+18,,0,TRUE,FALSE,0,,2,0,21,debit,FALSE
5.50241E+18,AZ,85008,ho4,-9.03432E+18,,0,TRUE,FALSE,1,,2,0,19,debit,FALSE
-5.75109E+18,AZ,85021,ho4,-9.04736E+18,,0,TRUE,FALSE,0,,2,0,27,debit,FALSE
-8.42038E+17,AZ,85255,ho4,-9.06985E+18,,0,TRUE,FALSE,1,,2,0,43,debit,FALSE
8.18115E+18,AZ,85281,ho4,-8.83435E+18,,0,TRUE,FALSE,0,,2,0,30,debit,FALSE
-8.23474E+18,AZ,85020,ho4,-9.22055E+18,,0,TRUE,FALSE,1,,1,0,26,debit,FALSE
1.52033E+18,AZ,85283,ho4,-8.90594E+18,,0,FALSE,FALSE,0,,2,0,25,debit,FALSE
6.19132E+17,AZ,85281,ho4,-9.13816E+18,,0,TRUE,FALSE,1,,2,0,33,credit,FALSE
7.04845E+18,AZ,85233,ho4,-8.88403E+18,,0,TRUE,TRUE,1,,2,0,30,debit,FALSE
-8.02398E+18,AZ,85392,ho4,-9.00828E+18,,0,TRUE,TRUE,0,,2,0,20,credit,FALSE
-8.86927E+18,AZ,85718,ho4,-8.91526E+18,,0,TRUE,TRUE,0,,1,0,22,credit,FALSE
7.86666E+18,AZ,85258,ho4,-8.89073E+18,,0,FALSE,FALSE,1,,2,0,25,debit,FALSE
-3.34326E+18,AZ,85205,ho4,-9.12042E+18,,0,TRUE,FALSE,1,,3,0,20,debit,FALSE
-6.42445E+18,AZ,85029,ho4,-9.16502E+18,,0,FALSE,FALSE,0,,1,0,22,credit,FALSE
7.3158E+18,AZ,85204,ho4,-9.0913E+18,,0,TRUE,FALSE,0,,3,0,48,debit,FALSE
-7.36836E+18,AZ,85705,ho4,-8.92321E+18,,0,TRUE,FALSE,1,,1,0,23,debit,FALSE
1.75539E+18,AZ,85008,ho4,-8.90158E+18,,0,TRUE,FALSE,0,,1,0,21,credit,FALSE
